level,name,symbol,parent,sector,market_cap_cr,dividend_yield_pct,np_qtr_cr,qtr_profit_var_pct,sales_qtr_cr,qtr_sales_var_pct,pe,roce,error,stage,stage2_score,close,weekly_ma,weekly_ma_slope_4w_pct,rs_vs_benchmark,checks,rrg_quadrant,rrg_quadrant_5d_ago,rs_ratio,rs_momentum,rs_ratio_5d_delta,rs_momentum_5d_delta,moving_to_leading,improving_toward_leading,rrg_tail,stock_score
stock,Bajaj Auto,BAJAJ-AUTO.NS,2/3 Wheelers,Automobile and Auto Components,316510.24,1.3,3188.75,45.93,21688.83,65.14,26.85,28.24,,stage_2,5,11520.5,9904.22,2.29,0.47247,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.95,102.33,-0.16,0.56,False,False,2026-07-27 ratio=102.12 momentum=101.77; 2026-07-28 ratio=102.41 momentum=102.45; 2026-07-29 ratio=101.92 momentum=101.75; 2026-07-30 ratio=101.94 momentum=101.94; 2026-07-31 ratio=101.95 momentum=102.33,170.98
stock,Eicher Motors,EICHERMOT.NS,2/3 Wheelers,Automobile and Auto Components,215041.23,1.05,1462.51,21.35,6632.42,31.55,36.97,30.53,,stage_2,5,7833.5,7315.63,0.59,0.32126,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,101.36,101.76,-0.55,-1.42,False,False,2026-07-27 ratio=101.91 momentum=103.18; 2026-07-28 ratio=102.12 momentum=103.78; 2026-07-29 ratio=101.39 momentum=101.93; 2026-07-30 ratio=101.87 momentum=103.28; 2026-07-31 ratio=101.36 momentum=101.76,161.78
stock,TVS Motor Co.,TVSMOTOR.NS,2/3 Wheelers,Automobile and Auto Components,204741.98,0.28,1057.61,67.11,16295.52,33.46,59.19,17.37,,stage_2,5,4313.1,3620.79,0.58,0.17689,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,103.18,103.1,0.75,2.38,False,False,2026-07-27 ratio=102.43 momentum=100.71; 2026-07-28 ratio=102.90 momentum=101.56; 2026-07-29 ratio=102.84 momentum=101.58; 2026-07-30 ratio=103.14 momentum=102.62; 2026-07-31 ratio=103.18 momentum=103.10,177.56
stock,Hero Motocorp,HEROMOTOCO.NS,2/3 Wheelers,Automobile and Auto Components,107765.0,3.43,1473.92,25.72,12978.28,30.18,18.76,35.22,,not_stage_2,4,5386.0,5226.46,-1.91,0.22089,"{'price_above_30w_ma': True, '30w_ma_rising': False, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,leading,103.01,103.69,1.35,1.69,False,False,2026-07-27 ratio=101.66 momentum=102.00; 2026-07-28 ratio=102.12 momentum=102.49; 2026-07-29 ratio=101.40 momentum=102.09; 2026-07-30 ratio=102.90 momentum=103.00; 2026-07-31 ratio=103.01 momentum=103.69,133.5
stock,Ather Energy,ATHERENERG.NS,2/3 Wheelers,Automobile and Auto Components,49645.61,0.0,-100.23,57.23,1174.66,73.75,,-19.77,,stage_2,5,1260.3,880.62,8.99,0.05169,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",weakening,weakening,101.2,97.58,0.03,-0.97,False,False,2026-07-27 ratio=101.17 momentum=98.55; 2026-07-28 ratio=101.02 momentum=98.16; 2026-07-29 ratio=101.23 momentum=96.66; 2026-07-30 ratio=101.11 momentum=97.32; 2026-07-31 ratio=101.20 momentum=97.58,148.98
stock,Ola Electric,OLAELEC.NS,2/3 Wheelers,Automobile and Auto Components,17902.91,0.0,-500.0,42.53,265.0,-56.63,,-19.56,,not_stage_2,2,38.66,35.29,0.78,0.00159,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",lagging,lagging,99.0,96.86,0.17,-0.76,False,False,2026-07-27 ratio=98.83 momentum=97.63; 2026-07-28 ratio=98.77 momentum=97.90; 2026-07-29 ratio=98.99 momentum=97.26; 2026-07-30 ratio=98.78 momentum=96.73; 2026-07-31 ratio=99.00 momentum=96.86,41.56
stock,Tunwal E-Motors,TUNWAL.NS,2/3 Wheelers,Automobile and Auto Components,150.29,0.38,4.23,-34.72,132.45,27.15,11.81,13.28,,not_stage_2,0,26.65,29.85,-4.37,0.00109,"{'price_above_30w_ma': False, '30w_ma_rising': False, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': False}",improving,improving,99.25,102.47,-0.05,-0.11,False,False,2026-07-24 ratio=99.30 momentum=102.57; 2026-07-27 ratio=99.13 momentum=102.15; 2026-07-28 ratio=99.20 momentum=102.24; 2026-07-29 ratio=99.12 momentum=102.05; 2026-07-30 ratio=99.25 momentum=102.47,12.35
stock,Delta Auto.,DELTIC.NS,2/3 Wheelers,Automobile and Auto Components,55.73,0.0,3.1,-47.28,37.54,-28.28,8.5,11.81,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Victory Ele.,VICTORYEV.NS,2/3 Wheelers,Automobile and Auto Components,38.67,0.0,0.53,-86.91,15.27,-52.67,17.98,10.52,,insufficient_data,0,,,,,{},insufficient_data,insufficient_data,,,,,False,False,,0.0
stock,Timken India,TIMKEN.NS,Abrasives & Bearings,Capital Goods,23659.31,0.08,154.79,-17.15,1073.14,14.19,59.39,18.26,,not_stage_2,2,3145.4,3349.48,0.49,0.129,"{'price_above_30w_ma': False, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",improving,improving,98.69,103.38,0.15,0.01,False,True,2026-07-27 ratio=98.55 momentum=103.37; 2026-07-28 ratio=98.42 momentum=102.77; 2026-07-29 ratio=98.44 momentum=101.82; 2026-07-30 ratio=98.48 momentum=102.29; 2026-07-31 ratio=98.69 momentum=103.38,57.88
stock,Grindwell Norton,GRINDWELL.NS,Abrasives & Bearings,Capital Goods,23472.62,0.9,115.31,22.3,803.3,14.19,53.8,21.18,,stage_2,5,2120.2,1742.82,3.96,0.08695,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': True, 'relative_strength_positive': True, 'near_52w_high': True}",leading,lagging,100.5,100.05,0.64,0.72,True,False,2026-07-27 ratio=99.86 momentum=99.33; 2026-07-28 ratio=100.14 momentum=99.88; 2026-07-29 ratio=100.66 momentum=100.21; 2026-07-30 ratio=100.39 momentum=92.52; 2026-07-31 ratio=100.50 momentum=100.05,165.67
stock,Carborundum Uni.,CARBORUNIV.NS,Abrasives & Bearings,Capital Goods,20287.87,0.38,-40.01,-17.82,1398.35,14.89,78.88,10.52,,not_stage_2,3,1063.8,941.79,3.07,0.04363,"{'price_above_30w_ma': True, '30w_ma_rising': True, 'price_above_10w_ma': False, 'relative_strength_positive': False, 'near_52w_high': True}",lagging,lagging,99.15,99.94,-0.41,0.61,False,False,2026-07-27 ratio=99.56 momentum=99.32; 2026-07-28 ratio=99.36 momentum=98.64; 2026-07-29 ratio=99.06 momentum=96.66; 2026-07-30 ratio=98.94 momentum=96.25; 2026-07-31 ratio=99.15 momentum=99.94,66.14
stock,SKF India Indus.,SKFINDUS.NS,Abrasives & Bearings,Capital Goods,13559.47,0.36,118.97,-1.93,945.72,31.24,36.5,29.89,,insufficient_data,0,,,,,{},leading,weakening,100.41,100.14,-0.18,1.93,False,False,2026-07-27 ratio=100.60 momentum=98.22; 2026-07-28 ratio=100.64 momentum=98.43; 2026-07-29 ratio=100.25 momentum=97.00; 2026-07-30 ratio=100.21 momentum=97.98; 2026-07-31 ratio=100.41 momentum=100.14,22.75
